Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
F8L,AEROMERE,F-8L Falco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F8L,AEROMERE,Falco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,AMT-100 Ximango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,AMT-200 Super Ximango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,AMT-300 Turbo Ximango Shark,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
GURI,AEROMOT,AMT-600 Guri,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
GURI,AEROMOT,Guri,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,Super Ximango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,TG-14 Super Ximango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,Turbo Ximango Shark,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROMOT,Ximango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH7A,AERONCA,7AC Champion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,7BCM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,7CC Champion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,7CCM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,7DC Champion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,7EC Traveler,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AR11,AERONCA,11 Chief,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AR15,AERONCA,15 Sedan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
CH7A,AERONCA,Champion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AERONCA,L-16,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AR15,AERONCA,Sedan,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
CH7A,AERONCA,Traveler,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AR11,AERONCA,Chief (11),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AERK,AERONCA,K Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AERK,AERONCA,K Sea Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AERK,AERONCA,CF Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AERK,AERONCA,Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AERK,AERONCA,Sea  Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR50,AERONCA,50 Chief,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR50,AERONCA,Chief (50),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR65,AERONCA,65 Super Chief,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR65,AERONCA,Super Chief,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR5T,AERONCA,50 Tandem,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR5T,AERONCA,Tandem (50),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,60 Tandem,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,Tandem (60),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,65 Tandem,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,Tandem (65),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,65 Defender,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,Defender,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,YO-58 Grasshopper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,O-58 Grasshopper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,L-3 Grasshopper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AR6T,AERONCA,Grasshopper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AIRL,AERONIX,Airelle,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
LAKX,AEROPLASTIKA,LAK-X,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A19,AEROPRACT,A-19,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A21,AEROPRACT,A-21 Solo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A23,AEROPRACT,A-23 Dragon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A25,AEROPRACT,A-25 Breeze,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
A27,AEROPRACT,A-27,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A33,AEROPRACT,A-33,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AA37,AEROPRACT,A-37,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
A25,AEROPRACT,Breeze,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
A23,AEROPRACT,Dragon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A21,AEROPRACT,Solo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,A-20,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,A-20 Sky Cruiser,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,A-20 Super Cruiser,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,A-20 Varlet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,A-20 Vista,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22 Foxbat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22 Valor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22 Vision,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP24,AEROPRAKT,A-24 Viking,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
AP26,AEROPRAKT,A-26 Twin Vista,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP28,AEROPRAKT,A-28 Victor,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP36,AEROPRAKT,A-36 Vulcan,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP22,AEROPRAKT,Foxbat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,SA-20 Vista,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP26,AEROPRAKT,SA-26 Twin Vista,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP28,AEROPRAKT,SA-28 Victor,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP20,AEROPRAKT,Sky Cruiser,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,Super Cruiser,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP26,AEROPRAKT,Twin Vista,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP22,AEROPRAKT,Valor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,Varlet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP28,AEROPRAKT,Victor,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP24,AEROPRAKT,Viking,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,Vision,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP20,AEROPRAKT,Vista,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP36,AEROPRAKT,Vulcan,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
AP32,AEROPRAKT,A-32 Vixxen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP32,AEROPRAKT,Vixxen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22 Sharik,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,Sharik,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,A-22 Kelpie,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AP22,AEROPRAKT,Kelpie,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
EFOX,AEROPRO,Eurofox,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
T411,AEROPROGRESS,Aist-2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
T101,AEROPROGRESS,Grach,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
T101,AEROPROGRESS,T-101 Grach,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
T411,AEROPROGRESS,T-411 Aist-2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
APUP,AEROPUP,Aeropup,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DNGO,AERORIC,Dingo,Amphibian,Turboprop/Turboshaft,1,L,@Fixed-wing,1T,S,Light,I,I,
UL2F,AEROS,Flamingo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
UL2F,AEROS,UL-2000 Flamingo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F41E,AEROSAMARA,El'brus,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
KATR,AEROSAMARA,Katran,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F41E,AEROSAMARA,F-41 El'brus,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
MH46,AEROSETTE,MH-46 Eclipse,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MH46,AEROSETTE,Eclipse,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ALO2,AEROSPATIALE,Alouette 2,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
ALO3,AEROSPATIALE,Alouette 3,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS32,AEROSPATIALE,AS-332B1 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332B Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332C Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332F1 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332L1 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS3B,AEROSPATIALE,AS-332L2 Super Puma Mk2,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332L Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332L Tiger,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332M1 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-332M Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS50,AEROSPATIALE,AS-350 AStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AEROSPATIALE,AS-350 Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AEROSPATIALE,AS-350 SuperStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS55,AEROSPATIALE,AS-355 Ecureuil 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS55,AEROSPATIALE,AS-355 TwinStar,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,AS-365 Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,AS-366 Dolphin,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS3B,AEROSPATIALE,AS-532A2 Cougar Mk2,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-532SC Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS3B,AEROSPATIALE,AS-532U2 Cougar Mk2,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-532UC Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AEROSPATIALE,AS-532UL Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS50,AEROSPATIALE,AS-550 Fennec,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS55,AEROSPATIALE,AS-555 Fennec,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,AS-565 Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS50,AEROSPATIALE,AStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
PUMA,AEROSPATIALE,CH-33 Puma,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
FOUG,AEROSPATIALE,CM-170R Magister,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
S601,AEROSPATIALE,Corvette,LandPlane,Jet,2,L,Fixed-wing,2J,S+,Light,I,III,5
AS32,AEROSPATIALE,Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS3B,AEROSPATIALE,Cougar Mk2,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
S360,AEROSPATIALE,Dauphin,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS65,AEROSPATIALE,"Dauphin 2 (AS-365, SA-365F/N)",Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
S65C,AEROSPATIALE,Dauphin 2 (SA-365C),Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,Dolphin,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS50,AEROSPATIALE,Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS55,AEROSPATIALE,Ecureuil 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
TB30,AEROSPATIALE,Epsilon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS50,AEROSPATIALE,Fennec (AS-550),Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS55,AEROSPATIALE,Fennec (AS-555),Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
N262,AEROSPATIALE,Frégate,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
GAZL,AEROSPATIALE,Gazelle,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS65,AEROSPATIALE,HH-65 Dolphin,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS32,AEROSPATIALE,Hkp10 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
LAMA,AEROSPATIALE,Lama,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
FOUG,AEROSPATIALE,Magister,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
N262,AEROSPATIALE,Mohawk 298,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
N262,AEROSPATIALE,N-262,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
N262,AEROSPATIALE,N-262 Frégate,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
AS65,AEROSPATIALE,Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
PUMA,AEROSPATIALE,Puma,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
LAMA,AEROSPATIALE,SA-315 Lama,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
ALO3,AEROSPATIALE,SA-316 Alouette 3,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
ALO2,AEROSPATIALE,SA-318 Alouette 2,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
ALO3,AEROSPATIALE,SA-319 Alouette 3,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
FREL,AEROSPATIALE,SA-321 Super Frelon,Helicopter,Turboprop/Turboshaft,3,M,Helicopter,3T,S+,Medium,H,I,
PUMA,AEROSPATIALE,SA-330 Puma,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
GAZL,AEROSPATIALE,SA-341 Gazelle,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
GAZL,AEROSPATIALE,SA-342 Gazelle,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
S360,AEROSPATIALE,SA-360 Dauphin,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
S360,AEROSPATIALE,SA-361 Dauphin,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
S65C,AEROSPATIALE,SA-365C Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,SA-365F Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,SA-365K Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,SA-365M Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,SA-365N Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AEROSPATIALE,SA-366 Dolphin,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
S601,AEROSPATIALE,SN-601 Corvette,LandPlane,Jet,2,L,Fixed-wing,2J,S+,Light,I,III,5
FREL,AEROSPATIALE,Super Frelon,Helicopter,Turboprop/Turboshaft,3,M,Helicopter,3T,S+,Medium,H,I,
AS32,AEROSPATIALE,Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS3B,AEROSPATIALE,Super Puma Mk2,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS50,AEROSPATIALE,SuperStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
TB30,AEROSPATIALE,TB-30 Epsilon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS32,AEROSPATIALE,Tiger,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS55,AEROSPATIALE,TwinStar,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
WT9,AEROSPOOL,Dynamic,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WT9,AEROSPOOL,WT-9 Dynamic,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
QAIL,AEROSPORT,Quail,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RAIL,AEROSPORT,Rail,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SCAM,AEROSPORT,Scamp,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WOPU,AEROSPORT,Woody Pusher,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M10,AEROSTAR (1),90,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
M20P,AEROSTAR (1),200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,4
M20P,AEROSTAR (1),201,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,4
M20P,AEROSTAR (1),202,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,4
M20P,AEROSTAR (1),220,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,4
AEST,AEROSTAR (1),600,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,5
AEST,AEROSTAR (1),601,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,5
FJ10,AEROSTAR (1),FJ-100,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
FEST,AEROSTAR (2),01 Festival,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FEST,AEROSTAR (2),Festival,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
YK52,AEROSTAR (2),Iak-52,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MG21,AEROSTAR (2),Lancer,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
MG21,AEROSTAR (2),MiG-21 Lancer,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
WILT,AEROSTAR (2),Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WILT,AEROSTAR (2),WT-01 Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WILT,AEROSTAR (2),WT-02 Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
YK52,AEROSTAR (2),Yak-52,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
YK52,AEROSTAR (2),Yak-54,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FEST,AEROSTAR (2),R40S Festival,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF10,AEROSTRUCTURE,RF-10,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BREZ,AEROSTYLE,Breezer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A122,AEROTEC (1),A-122 Uirapuru,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A122,AEROTEC (1),T-23 Uirapuru,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A122,AEROTEC (1),Uirapuru,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX65,AEROTEC (2),Amigo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX10,AEROTEC (2),Aventura,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX80,AEROTEC (2),Fantasy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX10,AEROTEC (2),MXP-100 Aventura,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX65,AEROTEC (2),MXP-650 Amigo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SVNH,AEROTEC (2),MXP-740 Savannah,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX80,AEROTEC (2),MXP-800 Fantasy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SVNH,AEROTEC (2),Savannah,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F260,AEROTECH,SF-260F,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F260,AEROTECH,F-260F,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
P220,AEROTECHNIK,Koala,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13S,AEROTECHNIK,L-13S Super Vivat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13S,AEROTECHNIK,L-13S Vivat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
P220,AEROTECHNIK,P-220 Koala,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13S,AEROTECHNIK,Super Vivat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L13S,AEROTECHNIK,Vivat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PTS1,AEROTEK (1),Pitts S-1 Special,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PTS2,AEROTEK (1),Pitts S-2 Special,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
HUMM,AEROTEK (2),Hummingbird,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
GRIZ,AEROTEK (3),Turbo Grizzly,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
EFOX,AEROTREK,A-220,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
EFOX,AEROTREK,A-240,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
L6,AEROVOLGA,L-6,Amphibian,Piston,2,L,@Fixed-wing,2P,S,Light,I,II,
LA8,AEROVOLGA,LA-8 Flagman,Amphibian,Piston,2,L,@Fixed-wing,2P,S,Light,I,II,
LA8,AEROVOLGA,Flagman,Amphibian,Piston,2,L,@Fixed-wing,2P,S,Light,I,II,
TOUR,AESL,Airtourer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CT4,AESL,Airtrainer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
