Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
PA32,AICSA,PA-32 Cherokee Six,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA32,AICSA,PA-32 Saratoga,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA32,AICSA,PA-32 Six,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA32,AICSA,PA-32 Turbo Saratoga,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
P32R,AICSA,PA-32R-300 Lance,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
P32R,AICSA,PA-32R-301T Turbo Saratoga SP,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
P32T,AICSA,PA-32RT Turbo Lance 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
PA34,AICSA,PA-34 Seneca,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,7
PA36,AICSA,PA-36 Pawnee Brave,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
PA38,AICSA,PA-38 Tomahawk,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PAY3,AICSA,PA-42-720 Cheyenne 3,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,8
PA44,AICSA,PA-44 Seminole,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,2
PA36,AICSA,Pawnee Brave,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
PA32,AICSA,Saratoga,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA44,AICSA,Seminole,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,2
PA34,AICSA,Seneca,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,7
PA32,AICSA,Six,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA38,AICSA,Tomahawk,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
P28B,AICSA,Turbo Dakota,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA32,AICSA,Turbo Saratoga,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
P32R,AICSA,Turbo Saratoga SP,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,3
PA30,AICSA,Twin Comanche,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,1
P28A,AICSA,Warrior 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
P28S,AICSA,PA-28R-201T Turbo Cherokee Arrow 3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P32T,AICSA,Turbo Lance 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P28U,AICSA,PA-28RT-201T Turbo Arrow 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P28U,AICSA,Turbo Arrow 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P28S,AICSA,PA-28R-201T Turbo Arrow 3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P28S,AICSA,Turbo Cherokee Arrow 3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
P28S,AICSA,Turbo Arrow 3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
CH1,AIDC,A-CH-1 Chung-Tsing,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT3,AIDC,AT-3 Tzu-Chung,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
CKUO,AIDC,Ching-Kuo,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
F5,AIDC,Chung-Cheng,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
CH1,AIDC,Chung-Tsing,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
F5,AIDC,F-5 Chung-Cheng,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
CKUO,AIDC,F-CK-1 Ching-Kuo,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
CH1,AIDC,R-CH-1 Chung-Tsing,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
CH1,AIDC,T-CH-1 Chung-Tsing,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT3,AIDC,Tzu-Chung,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
UH1,AIDC,UH-1,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
RV6,AIEP,Air Beetle,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RV6,AII,AVA-202,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M18,AII,AVA-303,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A748,AIL,748,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,5
EPIC,AIR,Epic Dynasty,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
ELIT,AIR,Epic Elite,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
ESCA,AIR,Epic Escape,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
EPIC,AIR,Epic LT,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
EVIC,AIR,Epic Victory,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
UM18,AIR & SPACE,18,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
TSTR,AIR & SPACE,Twinstar,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CMD1,AIR COMMAND,Commander 147,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CMDT,AIR COMMAND,Commander  Elite Tandem,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CMDE,AIR COMMAND,Commander Elite Side-by-Side,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
FU24,AIR PARTS,Fletcher FU-24,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ERCO,AIR PRODUCTS,Aircoupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
ERCO,AIR PRODUCTS,F-1 Aircoupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AT3P,AIR TRACTOR,AT-300,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AT3P,AIR TRACTOR,AT-301,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AT3T,AIR TRACTOR,AT-302,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT3T,AIR TRACTOR,AT-400,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT3P,AIR TRACTOR,AT-401,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AT3T,AIR TRACTOR,AT-402,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT5P,AIR TRACTOR,AT-501,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AT5T,AIR TRACTOR,AT-502,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT5T,AIR TRACTOR,AT-503,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT6T,AIR TRACTOR,AT-602,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT8T,AIR TRACTOR,AT-802,LandPlane,Turboprop/Turboshaft,1,L/M,Fixed-wing,1T,S+,Light/Medium,H,III,
AT8T,AIR TRACTOR,AT-802 Fire Boss,LandPlane,Turboprop/Turboshaft,1,L/M,Fixed-wing,1T,S+,Light/Medium,H,III,
AT8T,AIR TRACTOR,Fire Boss,LandPlane,Turboprop/Turboshaft,1,L/M,Fixed-wing,1T,S+,Light/Medium,H,III,
AT5T,AIR TRACTOR,AT-504,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
AT2P,AIR TRACTOR,AT-250,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FOUG,AIR-FOUGA,CM-170R Magister,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
FOUG,AIR-FOUGA,Magister,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
WILT,AIR-LIGHT,Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WILT,AIR-LIGHT,WT-01 Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WILT,AIR-LIGHT,WT-02 Wild Thing,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A332,AIRBUS,KC-30,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A339,AIRBUS,A-330-900,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
A19N,AIRBUS,A-319neo,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A20N,AIRBUS,A-320neo,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A21N,AIRBUS,A-321neo,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
EFAN,AIRBUS,E-Fan,LandPlane,Electric,2,L,Fixed-wing,2E,S,Light,I,II,
A332,AIRBUS,Voyager,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A400,AIRBUS,A-400M Atlas,LandPlane,Turboprop/Turboshaft,4,H,Fixed-wing,4T,H,Heavy,D,III,
A400,AIRBUS,Grizzly,LandPlane,Turboprop/Turboshaft,4,H,Fixed-wing,4T,H,Heavy,D,III,
A400,AIRBUS,Atlas,LandPlane,Turboprop/Turboshaft,4,H,Fixed-wing,4T,H,Heavy,D,III,
C295,AIRBUS,C-295,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
C295,AIRBUS,C-295 Persuader,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
C295,AIRBUS,Persuader (C-295),LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
C295,AIRBUS,SC-105 Amazonas,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
C295,AIRBUS,Amazonas,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,
CN35,AIRBUS,CN-235,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRBUS,CN-235 Persuader,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRBUS,Persuader (CN-235),LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRBUS,HC-144 Ocean Sentry,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRBUS,Ocean Sentry,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
A35K,AIRBUS,A-350-1000 XWB,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
A35K,AIRBUS,A-350-1000 XWB Prestige,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
A35K,AIRBUS,Prestige (A-350-1000),LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
A319,AIRBUS,VC-1 ACJ,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A400,AIRBUS,A-400M Grizzly,LandPlane,Turboprop/Turboshaft,4,H,Fixed-wing,4T,H,Heavy,D,III,
A318,AIRBUS,Elite,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A318,AIRBUS,A-318 Elite,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A320,AIRBUS,A-320 Prestige,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A332,AIRBUS,A-330-200 Prestige,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A342,AIRBUS,A-340-200 Prestige,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,D,III,9
A343,AIRBUS,A-340-300 Prestige,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A345,AIRBUS,A-340-500 Prestige,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A346,AIRBUS,A-340-600 Prestige,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A388,AIRBUS,A-380-800 Prestige,LandPlane,Jet,4,J,Fixed-wing,4J,J,Super,A,III,10
A320,AIRBUS,Prestige (A-320),LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A332,AIRBUS,Prestige (A-330-200),LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A342,AIRBUS,Prestige (A-340-200),LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,D,III,9
A343,AIRBUS,Prestige (A-340-300),LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A345,AIRBUS,Prestige (A-340-500),LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A346,AIRBUS,Prestige (A-340-600),LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A388,AIRBUS,Prestige (A-380-800),LandPlane,Jet,4,J,Fixed-wing,4J,J,Super,A,III,10
BCS1,AIRBUS,A-220-100 ACJ TwoTwenty,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
BCS1,AIRBUS,ACJ TwoTwenty,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A319,AIRBUS,ACJ (A-319),LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A19N,AIRBUS,ACJ-319neo,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A20N,AIRBUS,ACJ-320neo,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A338,AIRBUS,ACJ-330-800,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,8
A339,AIRBUS,ACJ-330-900,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
A359,AIRBUS,ACJ-350-900,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,9
A35K,AIRBUS,ACJ-350-1000,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,9
BCS1,AIRBUS,A-220-100,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
BCS3,AIRBUS,A-220-300,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A337,AIRBUS,A-330-700 Beluga XL,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A337,AIRBUS,Beluga XL,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A338,AIRBUS,A-330-800,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,8
A332,AIRBUS,A-330-MRTT,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A332,AIRBUS,A-330-MRTT Voyager,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A332,AIRBUS,KC-330 Cygnus,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A332,AIRBUS,A-330-MRTT Phénix,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A332,AIRBUS,Cygnus,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A332,AIRBUS,Phénix,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A30B,AIRBUS,A-300B2,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B2-1,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B2-100,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B2-200,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B2K-3,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B4-2,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B4-100,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A30B,AIRBUS,A-300B4-200,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A306,AIRBUS,A-300B4-600,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A30B,AIRBUS,A-300C4-200,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A306,AIRBUS,A-300C4-600,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A30B,AIRBUS,A-300F4-200,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,8
A306,AIRBUS,A-300F4-600,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A3ST,AIRBUS,A-300ST Beluga,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A3ST,AIRBUS,A-300ST Super Transporter,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A310,AIRBUS,A-310,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A318,AIRBUS,A-318,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A319,AIRBUS,A-319,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A319,AIRBUS,A-319 ACJ,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A320,AIRBUS,A-320,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A321,AIRBUS,A-321,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,7
A332,AIRBUS,A-330-200,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A333,AIRBUS,A-330-300,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,8
A342,AIRBUS,A-340-200,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,D,III,9
A343,AIRBUS,A-340-300,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A345,AIRBUS,A-340-500,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A346,AIRBUS,A-340-600,LandPlane,Jet,4,H,Fixed-wing,4J,H,Heavy,B,III,9
A388,AIRBUS,A-380-800,LandPlane,Jet,4,J,Fixed-wing,4J,J,Super,A,III,10
A3ST,AIRBUS,Beluga,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A310,AIRBUS,CC-150 Polaris,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A310,AIRBUS,Polaris,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,C,III,7
A3ST,AIRBUS,Super Transporter,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A359,AIRBUS,A-350-900 XWB,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,9
A359,AIRBUS,A-350-900 XWB Prestige,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,9
A359,AIRBUS,Prestige (A-350-900),LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,B,III,9
C212,AIRBUS,C-212,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,5
H160,AIRBUS HELICOPTERS,H-160,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
AS32,AIRBUS HELICOPTERS,H-215,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
TIGR,AIRBUS HELICOPTERS,EC-665 Tigre,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
TIGR,AIRBUS HELICOPTERS,Tiger,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
TIGR,AIRBUS HELICOPTERS,EC-665 Tiger,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
EC20,AIRBUS HELICOPTERS,H-120 Colibri,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,H-125 Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,H-125 SuperStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,H-125 Fennec,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
EC30,AIRBUS HELICOPTERS,H-130,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
EC35,AIRBUS HELICOPTERS,H-135,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC55,AIRBUS HELICOPTERS,H-155,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC25,AIRBUS HELICOPTERS,H-225 Cougar Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC25,AIRBUS HELICOPTERS,H-225 Super Puma Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC35,AIRBUS HELICOPTERS,EC-135 Bluecopter,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC35,AIRBUS HELICOPTERS,Bluecopter,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS32,AIRBUS HELICOPTERS,AS-332L1 Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC25,AIRBUS HELICOPTERS,Super Puma Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS50,AIRBUS HELICOPTERS,AS-350 Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,AS-350 SuperStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,AS-550 Fennec,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,Ecureuil,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,SuperStar,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS50,AIRBUS HELICOPTERS,Fennec,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS55,AIRBUS HELICOPTERS,AS-355 Ecureuil 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS55,AIRBUS HELICOPTERS,Ecureuil 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC30,AIRBUS HELICOPTERS,EC-130,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS65,AIRBUS HELICOPTERS,AS-365 Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AIRBUS HELICOPTERS,AS-565 Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AIRBUS HELICOPTERS,Dauphin 2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AS65,AIRBUS HELICOPTERS,Panther,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC55,AIRBUS HELICOPTERS,EC-155,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC35,AIRBUS HELICOPTERS,EC-135,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC35,AIRBUS HELICOPTERS,EC-635,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC20,AIRBUS HELICOPTERS,EC-120 Colibri,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
EC20,AIRBUS HELICOPTERS,Colibri,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
AS32,AIRBUS HELICOPTERS,AS-332C Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AIRBUS HELICOPTERS,AS-532AL Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AIRBUS HELICOPTERS,Super Puma,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
AS32,AIRBUS HELICOPTERS,Cougar,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC25,AIRBUS HELICOPTERS,EC-725 Cougar Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC25,AIRBUS HELICOPTERS,EC-225 Super Puma Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
EC25,AIRBUS HELICOPTERS,Cougar Mk2+,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Medium,H,I,
TIGR,AIRBUS HELICOPTERS,Tigre,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S+,Light,I,I,
EC75,AIRBUS HELICOPTERS-HARBIN,EC-175,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Light,I,I,
EC75,AIRBUS HELICOPTERS-HARBIN,Z-15,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Light,I,I,
EC75,AIRBUS HELICOPTERS-HARBIN,H-175,Helicopter,Turboprop/Turboshaft,2,M,Helicopter,2T,S+,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,H-145,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,BK-117C-2,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,EC-145,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,UH-72 Lakota,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,Lakota,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
